episode,env_steps,return,length,success,collisions,final_dist_m,goal_dist_m,alpha,curriculum_max_dist_m,target_entropy,stuck
1403,156637,-14.98,7,0,6,5.285,5.022,0.0374,5.7,-5.238,1
1404,156659,26.04,22,0,5,1.521,5.235,0.0373,5.7,-5.238,1
1405,156670,110.24,11,1,0,0.211,1.29,0.0373,5.7,-5.238,0
1406,156712,6.98,42,0,7,0.643,2.951,0.0371,5.7,-5.239,1
1407,156811,-40.13,99,0,21,4.086,3.569,0.0365,5.7,-5.24,1
1408,156816,121.74,5,1,0,0.247,2.446,0.0365,5.7,-5.24,0
1409,157135,-37.42,319,0,29,4.74,5.592,0.0354,5.7,-5.245,1
1410,157145,-4.62,10,0,7,2.159,3.146,0.0354,5.7,-5.245,1
1411,157159,19.06,14,0,5,2.426,5.402,0.0355,5.7,-5.245,1
1412,157177,153.02,18,1,0,0.245,5.636,0.0354,5.7,-5.245,0
1413,157195,-22.88,18,0,6,5.986,4.988,0.0353,5.7,-5.246,1
1414,157250,142.08,55,1,0,0.298,4.781,0.0351,5.7,-5.246,0
1415,157258,102.39,8,1,3,0.182,1.061,0.0351,5.7,-5.247,0
1416,157311,-5.78,53,0,9,1.857,3.344,0.0349,5.7,-5.247,1
1417,157616,122.7,305,1,8,0.299,5.694,0.0348,5.7,-5.252,0
1418,157649,136.73,33,1,0,0.242,4.08,0.0347,5.7,-5.252,0
1419,157657,127.85,8,1,0,0.285,3.11,0.0346,5.7,-5.252,0
1420,158157,-32.83,500,0,12,1.045,2.662,0.034,5.7,-5.259,0
1421,158208,125.87,51,1,0,0.279,3.121,0.0338,5.7,-5.26,0
1422,158466,-25.79,258,0,17,3.751,5.462,0.0334,5.7,-5.264,1
1423,158966,-27.8,500,0,9,0.794,2.314,0.0333,5.7,-5.271,0
1424,158989,16.63,23,0,8,1.299,4.677,0.0333,5.7,-5.271,1
1425,159018,6.23,29,0,9,2.109,4.677,0.0331,5.7,-5.272,1
1426,159103,-1.99,85,0,6,3.37,4.795,0.033,5.7,-5.273,1
1427,159121,140.74,18,1,0,0.232,4.396,0.033,5.7,-5.273,0
1428,159150,111.15,29,1,3,0.293,2.153,0.0331,5.7,-5.274,0
1429,159200,-31.51,50,0,15,4.583,4.681,0.0329,5.7,-5.274,1
1430,159220,142.44,20,1,0,0.206,4.55,0.0328,5.7,-5.275,0
1431,159234,13.67,14,0,5,1.013,3.45,0.0667,5.7,-5.275,1
1432,159239,-10.25,5,0,5,3.762,3.762,0.0665,5.7,-5.275,1
1433,159244,-10.25,5,0,5,4.652,4.652,0.0662,5.7,-5.275,1
1434,159313,138.78,69,1,0,0.186,4.409,0.0622,5.7,-5.276,0
1435,159329,133.16,16,1,0,0.269,3.665,0.0614,5.7,-5.276,0
1436,159339,-7.85,10,0,5,4.778,5.042,0.061,5.7,-5.276,1
1437,159344,113.66,5,1,0,0.292,1.684,0.0609,5.7,-5.276,0
1438,159356,7.38,12,0,6,0.587,2.585,0.0605,5.7,-5.277,1
1439,159367,-14.31,11,0,9,3.293,3.717,0.0601,5.7,-5.277,1
1440,159389,149.22,22,1,0,0.237,5.269,0.0593,5.7,-5.277,0
1441,159889,-43.67,500,0,20,3.038,4.17,0.0489,5.7,-5.284,0
1442,159930,22.3,41,0,10,0.851,5.286,0.0483,5.7,-5.285,1
1443,159971,-7.16,41,0,14,1.547,3.836,0.0477,5.7,-5.285,1
1444,159978,-0.38,7,0,5,1.021,2.018,0.0477,5.7,-5.285,1
1445,160339,-5.99,361,0,16,0.903,5.109,0.0434,5.7,-5.291,1
1446,160356,152.31,17,1,0,0.129,5.446,0.0433,5.7,-5.291,0
1447,160533,-13.64,177,0,21,0.909,3.43,0.0417,5.7,-5.293,1
1448,160545,119.25,12,1,0,0.27,2.255,0.0416,5.7,-5.293,0
1449,160567,124.27,22,1,5,0.272,3.81,0.0415,5.7,-5.294,0
1450,160734,-23.66,167,0,6,3.29,2.958,0.0402,5.7,-5.296,1
1451,160749,140.31,15,1,1,0.176,4.482,0.0401,5.7,-5.296,0
1452,160761,143.74,12,1,0,0.285,4.72,0.04,5.7,-5.297,0
1453,160787,140.07,26,1,4,0.14,5.078,0.0398,5.7,-5.297,0
1454,161044,136.91,257,1,0,0.274,5.25,0.0386,5.7,-5.301,0
1455,161064,128.76,20,1,0,0.12,3.096,0.0385,5.7,-5.301,0
1456,161480,-42.14,416,0,29,3.404,4.269,0.0361,5.7,-5.307,1
1457,161520,109.73,40,1,0,0.242,1.415,0.0359,5.7,-5.307,0
1458,161544,152.64,24,1,0,0.218,5.602,0.0358,5.7,-5.308,0
1459,161564,121.33,20,1,0,0.282,2.514,0.0357,5.7,-5.308,0
1460,161589,140.06,25,1,1,0.251,4.582,0.0356,5.7,-5.308,0
1461,161602,139.66,13,1,0,0.204,4.235,0.0355,5.7,-5.309,0
1462,161616,129.64,14,1,1,0.294,3.527,0.0354,5.7,-5.309,0
1463,161640,31.17,24,0,8,0.468,5.305,0.0353,5.7,-5.309,1
1464,161645,-10.25,5,0,5,4.298,4.298,0.0352,5.7,-5.309,1
1465,161813,9.7,168,0,8,2.157,5.566,0.0346,5.7,-5.312,1
1466,161916,133.74,103,1,0,0.263,4.152,0.0342,5.7,-5.313,0
1467,162028,16.91,112,0,13,0.603,5.454,0.0338,5.7,-5.315,1
1468,162047,9.69,19,0,9,2.511,5.375,0.0338,5.7,-5.315,1
1469,162311,114.38,264,1,0,0.264,3.022,0.0333,5.7,-5.319,0
1470,162329,21.17,18,0,5,1.462,4.669,0.0333,5.7,-5.319,1
1471,162338,-11.34,9,0,6,2.421,2.532,0.0333,5.7,-5.319,1
1472,162341,111.29,3,1,0,0.173,1.316,0.0333,5.7,-5.319,0
1473,162363,122.09,22,1,0,0.249,2.568,0.0334,5.7,-5.319,0
1474,162392,123.79,29,1,0,0.23,2.754,0.0333,5.7,-5.32,0
1475,162892,-23.97,500,0,5,4.293,5.396,0.033,5.7,-5.327,0
1476,163392,-12.36,500,0,7,2.797,5.46,0.0335,5.7,-5.334,0
1477,163429,13.92,37,0,17,0.988,5.564,0.0336,5.7,-5.335,1
1478,163495,-7.99,66,0,9,0.817,2.148,0.0337,5.7,-5.336,1
1479,163500,-10.25,5,0,5,4.557,4.557,0.0337,5.7,-5.336,1
1480,163509,123.12,9,1,1,0.205,2.762,0.0337,5.7,-5.336,0
1481,163545,-1.51,36,0,5,2.177,3.207,0.0654,5.7,-5.336,1
1482,163562,33.56,17,0,5,0.601,5.042,0.0644,5.7,-5.337,1
1483,163583,19.63,21,0,6,0.588,3.856,0.0634,5.7,-5.337,1
1484,163616,13.89,33,0,5,1.009,3.562,0.062,5.7,-5.337,1
1485,163631,-14.15,15,0,8,5.077,5.337,0.0616,5.7,-5.338,1
1486,163649,-32.14,18,0,6,5.381,3.457,0.0608,5.7,-5.338,1
1487,163708,107.35,59,1,1,0.277,1.507,0.0589,5.7,-5.339,0
1488,163719,7.41,11,0,5,2.914,4.71,0.0586,5.7,-5.339,1
1489,163806,113.38,87,1,4,0.233,2.806,0.0562,5.7,-5.34,0
1490,163835,130.93,29,1,3,0.256,4.094,0.0555,5.7,-5.341,0
1491,163844,1.69,9,0,5,2.301,3.515,0.0553,5.7,-5.341,1
1492,163866,136.68,22,1,6,0.289,5.267,0.0548,5.7,-5.341,0
1493,163896,119.7,30,1,0,0.228,2.348,0.0542,5.7,-5.341,0
1494,163913,1.45,17,0,9,2.088,4.119,0.0538,5.7,-5.342,1
1495,163945,-34.2,32,0,12,6.067,5.207,0.0532,5.7,-5.342,1
1496,163955,-10.39,10,0,6,4.732,4.943,0.053,5.7,-5.342,1
1497,164358,121.93,403,1,5,0.271,5.479,0.0464,5.7,-5.348,0
1498,164365,-4.39,7,0,5,0.694,1.29,0.0463,5.7,-5.348,1
1499,164388,126.74,23,1,1,0.287,3.276,0.0459,5.7,-5.348,0
1500,164888,-39.53,500,0,0,6.227,4.774,0.0412,5.7,-5.356,0
1501,165388,-16.21,500,0,23,0.715,4.594,0.0376,5.7,-5.363,0
1502,165413,118.39,25,1,2,0.298,2.662,0.0375,5.7,-5.363,0
1503,165463,144.17,50,1,0,0.294,4.961,0.0369,5.7,-5.364,0
1504,165624,112.22,161,1,9,0.292,4.119,0.0362,5.7,-5.366,0
1505,165650,138.65,26,1,0,0.275,4.269,0.036,5.7,-5.366,0
1506,165668,-15.61,18,0,7,5.342,5.271,0.036,5.7,-5.367,1
1507,165706,106.09,38,1,3,0.223,1.622,0.0358,5.7,-5.367,0
1508,165726,-1.46,20,0,7,1.994,3.347,0.0357,5.7,-5.368,1
1509,165775,12.56,49,0,5,1.828,4.329,0.0354,5.7,-5.368,1
1510,165789,139.76,14,1,0,0.143,4.189,0.0354,5.7,-5.368,0
1511,165810,145.62,21,1,2,0.261,5.329,0.0353,5.7,-5.369,0
1512,165850,6.19,40,0,9,0.473,3.092,0.035,5.7,-5.369,1
1513,165865,17.4,15,0,6,2.396,5.41,0.035,5.7,-5.37,1
1514,165873,117.24,8,1,0,0.209,1.973,0.035,5.7,-5.37,0
1515,165995,4.53,122,0,8,2.085,4.748,0.0345,5.7,-5.371,1
1516,166012,140.26,17,1,0,0.198,4.308,0.0344,5.7,-5.372,0
1517,166032,11.87,20,0,9,2.283,5.371,0.0343,5.7,-5.372,1
1518,166041,110.93,9,1,0,0.178,1.316,0.0343,5.7,-5.372,0
1519,166541,-32.63,500,0,1,5.494,4.932,0.0337,5.7,-5.379,0
1520,166585,27.79,44,0,6,1.399,5.598,0.0337,5.7,-5.38,1
1521,167085,-28.91,500,0,0,3.857,3.466,0.0346,5.7,-5.387,0
1522,167095,-2.81,10,0,6,3.819,4.788,0.0346,5.7,-5.387,1
1523,167103,-10.16,8,0,5,2.251,2.275,0.0346,5.7,-5.387,1
1524,167129,137.91,26,1,5,0.288,5.209,0.0346,5.7,-5.388,0
1525,167217,82.45,88,1,24,0.277,1.962,0.0349,5.7,-5.389,0
1526,167249,24.69,32,0,7,0.911,4.941,0.0347,5.7,-5.389,1
1527,167749,-24.34,500,0,0,2.553,2.62,0.0342,5.7,-5.396,0
1528,167766,8.53,17,0,6,3.299,5.437,0.0341,5.7,-5.397,1
1529,167804,136.34,38,1,4,0.258,4.881,0.0339,5.7,-5.397,0
1530,167809,-10.25,5,0,5,3.453,3.453,0.0338,5.7,-5.397,1
1531,167816,121.42,7,1,0,0.237,2.414,0.067,5.7,-5.397,0
1532,167822,-6.64,6,0,5,4.353,4.72,0.0667,5.7,-5.397,1
1533,167830,-1.03,8,0,5,1.608,2.546,0.0662,5.7,-5.398,1
1534,167839,3.75,9,0,5,2.437,3.856,0.0656,5.7,-5.398,1
1535,168339,-32.93,500,0,12,2.722,4.329,0.0507,5.7,-5.405,0
1536,168348,-5.45,9,0,5,3.438,3.937,0.0506,5.7,-5.405,1
1537,168369,14.07,21,0,8,1.769,4.881,0.0504,5.7,-5.405,1
1538,168403,4.43,34,0,7,1.54,3.553,0.0498,5.7,-5.406,1
1539,168903,-31.32,500,0,0,5.639,5.006,0.0432,5.7,-5.413,0
1540,168908,-10.25,5,0,5,1.29,1.29,0.0432,5.7,-5.413,1
1541,169408,-33.5,500,0,0,6.491,5.64,0.039,5.7,-5.42,0
1542,169427,10.88,19,0,8,0.731,3.515,0.0389,5.7,-5.42,1
1543,169449,144.48,22,1,0,0.291,4.849,0.0387,5.7,-5.421,0
1544,169455,-6.75,6,0,5,4.433,4.788,0.0386,5.7,-5.421,1
1545,169851,-35.36,396,0,45,1.15,2.594,0.0359,5.7,-5.426,1
1546,169858,-2.26,7,0,5,3.033,3.842,0.0359,5.7,-5.427,1
1547,169869,-1.53,11,0,5,4.776,5.678,0.0358,5.7,-5.427,1
1548,169883,5.63,14,0,7,2.379,4.412,0.0357,5.7,-5.427,1
1549,170051,-1.53,168,0,11,2.033,4.92,0.035,5.7,-5.429,1
1550,170073,136.6,22,1,0,0.244,4.014,0.035,5.7,-5.43,0
1551,170087,150.39,14,1,0,0.192,5.301,0.0349,5.41,-5.43,0
1552,170108,146.18,21,1,0,0.243,4.966,0.0348,5.41,-5.43,0
1553,170121,8.63,13,0,6,1.216,3.344,0.0348,5.41,-5.43,1
1554,170152,138.98,31,1,1,0.2,4.452,0.0346,5.41,-5.431,0
1555,170165,134.62,13,1,0,0.297,3.824,0.0346,5.41,-5.431,0
1556,170665,-28.75,500,0,3,4.169,4.394,0.0337,5.41,-5.438,0
1557,170763,-0.19,98,0,20,0.514,3.986,0.0334,5.41,-5.439,1
1558,170779,26.45,16,0,5,0.605,4.329,0.0333,5.41,-5.44,1
1559,170794,145.71,15,1,0,0.135,4.781,0.0333,5.41,-5.44,0
1560,170804,3.35,10,0,5,3.867,5.252,0.0332,5.41,-5.44,1
1561,171004,131.7,200,1,4,0.278,5.248,0.0325,5.41,-5.443,0
1562,171009,-10.25,5,0,5,4.957,4.957,0.0325,5.41,-5.443,1
1563,171020,0.43,11,0,5,2.759,3.856,0.0325,5.41,-5.443,1
1564,171035,16.62,15,0,6,1.664,4.601,0.0325,5.41,-5.443,1
1565,171535,-15.74,500,0,1,3.237,4.363,0.0327,5.41,-5.45,0
1566,171542,114.69,7,1,0,0.226,1.73,0.0327,5.41,-5.451,0
1567,171553,11.87,11,0,5,1.827,4.069,0.0328,5.41,-5.451,1
1568,171564,2.41,11,0,5,1.298,2.594,0.0329,5.41,-5.451,1
1569,171586,-26.58,22,0,12,5.466,5.318,0.0328,5.41,-5.451,1
1570,171742,5.31,156,0,22,0.947,5.259,0.0324,5.41,-5.453,1
1571,171748,125.15,6,1,0,0.261,2.806,0.0324,5.41,-5.454,0
1572,171779,13.62,31,0,5,2.776,5.293,0.0325,5.41,-5.454,1
1573,172279,-30.94,500,0,1,3.909,3.515,0.0322,5.41,-5.461,0
1574,172307,142.09,28,1,0,0.262,4.611,0.0322,5.41,-5.462,0
1575,172312,-10.25,5,0,5,4.256,4.256,0.0322,5.41,-5.462,1
1576,172355,14.31,43,0,7,1.427,4.472,0.0323,5.41,-5.462,1
1577,172381,147.38,26,1,1,0.248,5.316,0.0322,5.41,-5.463,0
1578,172489,2.27,108,0,11,1.743,4.71,0.032,5.41,-5.464,1
1579,172710,-20.6,221,0,32,0.438,2.483,0.0321,5.41,-5.467,1
1580,172723,126.78,13,1,0,0.239,2.981,0.0322,5.41,-5.467,0
1581,172759,-38.43,36,0,15,5.402,4.739,0.0659,5.41,-5.468,1
1582,172784,-17.91,25,0,16,2.301,3.634,0.0639,5.41,-5.468,1
1583,172858,128.62,74,1,0,0.276,3.508,0.0605,5.41,-5.469,0
1584,172866,0.58,8,0,5,4.105,5.203,0.0602,5.41,-5.47,1
1585,172872,-8.31,6,0,5,3.527,3.726,0.0601,5.41,-5.47,1
1586,172880,-11.96,8,0,5,5.468,5.312,0.0598,5.41,-5.47,1
1587,172886,-6.27,6,0,5,1.827,2.23,0.0596,5.41,-5.47,1
1588,173314,95.75,428,1,16,0.201,4.916,0.0494,5.41,-5.476,0
1589,173331,146.74,17,1,0,0.247,5.006,0.0492,5.41,-5.476,0
1590,173338,111.27,7,1,1,0.288,1.65,0.0491,5.41,-5.476,0
1591,173838,-51.27,500,0,28,3.317,3.69,0.0427,5.41,-5.483,0
1592,173961,2.71,123,0,14,0.816,4.502,0.0415,5.41,-5.485,1
1593,173988,142.46,27,1,0,0.294,4.674,0.0413,5.41,-5.486,0
1594,174001,1.42,13,0,6,1.148,2.554,0.0412,5.41,-5.486,1
1595,174007,-6.23,6,0,5,3.484,3.891,0.0411,5.41,-5.486,1
1596,174031,148.55,24,1,0,0.285,5.261,0.0409,5.41,-5.486,0
1597,174531,-47.75,500,0,17,2.689,3.414,0.0373,5.41,-5.493,0
1598,174546,130.34,15,1,0,0.279,3.387,0.0372,5.41,-5.494,0
1599,174600,146.3,54,1,0,0.281,5.181,0.0369,5.41,-5.494,0
1600,174608,-8.68,8,0,6,3.094,3.466,0.0368,5.41,-5.494,1
1601,174625,141.07,17,1,0,0.273,4.465,0.0367,5.41,-5.495,0
1602,174652,137.41,27,1,0,0.16,4.036,0.0364,5.41,-5.495,0
1603,174668,-8.53,16,0,7,2.662,3.29,0.0363,5.41,-5.495,1
1604,174702,139.54,34,1,0,0.28,4.404,0.0361,5.41,-5.496,0
1605,174859,102.7,157,1,3,0.248,1.903,0.0353,5.41,-5.498,0
1606,174908,142.17,49,1,0,0.267,4.729,0.035,5.41,-5.499,0
1607,174923,139.53,15,1,0,0.225,4.253,0.035,5.41,-5.499,0
1608,174999,-28.78,76,0,21,4.808,5.31,0.0347,5.41,-5.5,1
1609,175182,114.13,183,1,0,0.266,2.594,0.0337,5.41,-5.503,0
1610,175245,113.54,63,1,8,0.284,3.553,0.0336,5.41,-5.503,0
1611,175388,-33.42,143,0,20,4.267,4.64,0.0333,5.41,-5.506,1
1612,175408,-9.1,20,0,7,1.594,2.184,0.0332,5.41,-5.506,1
1613,175460,-22.76,52,0,22,0.989,1.973,0.0331,5.41,-5.507,1
1614,175960,-25.68,500,0,9,3.469,5.2,0.0319,5.41,-5.514,0
1615,175988,-4.21,28,0,9,3.431,4.95,0.032,5.41,-5.514,1
1616,176488,-33.25,500,0,2,4.91,4.485,0.0314,5.41,-5.521,0
1617,176493,-10.25,5,0,5,2.27,2.27,0.0314,5.41,-5.521,1
1618,176498,117.38,5,1,0,0.17,1.933,0.0314,5.41,-5.521,0
1619,176504,114.9,6,1,0,0.286,1.806,0.0314,5.41,-5.521,0
1620,176591,131.75,87,1,7,0.291,5.301,0.0311,5.41,-5.523,0
1621,176632,7.05,41,0,8,1.216,3.726,0.0311,5.41,-5.523,1
1622,176654,10.73,22,0,8,1.486,4.269,0.031,5.41,-5.524,1
1623,176669,143.57,15,1,0,0.242,4.674,0.031,5.41,-5.524,0
1624,176697,23.31,28,0,10,0.845,5.316,0.031,5.41,-5.524,1
1625,176702,-10.25,5,0,5,1.768,1.768,0.031,5.41,-5.524,1
1626,176731,-8.03,29,0,19,0.711,3.052,0.0312,5.41,-5.525,1
1627,176757,148.3,26,1,0,0.255,5.216,0.0313,5.41,-5.525,0
1628,176769,12.47,12,0,5,1.256,3.562,0.0312,5.41,-5.525,1
1629,177269,-15.02,500,0,13,0.647,4.245,0.0315,5.41,-5.532,0
1630,177489,18.97,220,0,5,1.372,5.369,0.032,5.41,-5.536,1
1631,177531,25.31,42,0,10,0.355,5.096,0.0653,5.41,-5.536,1
1632,177540,119.26,9,1,1,0.118,2.29,0.0648,5.41,-5.536,0
1633,177555,116.13,15,1,0,0.143,1.831,0.0641,5.41,-5.537,0
1634,177576,-9.8,21,0,13,2.777,4.502,0.063,5.41,-5.537,1
1635,177581,-10.25,5,0,5,5.278,5.278,0.0627,5.41,-5.537,1
1636,177754,114.35,173,1,6,0.174,3.674,0.0567,5.41,-5.539,0
1637,177772,146.47,18,1,1,0.279,5.216,0.0563,5.41,-5.54,0
1638,177811,137.85,39,1,0,0.247,4.227,0.0551,5.41,-5.54,0
1639,177975,-45.49,164,0,49,5.061,4.332,0.0516,5.41,-5.543,1
1640,177980,-10.25,5,0,5,3.753,3.753,0.0515,5.41,-5.543,1
1641,178480,-7.26,500,0,3,1.497,3.871,0.0437,5.41,-5.55,0
1642,178491,107.04,11,1,3,0.126,1.485,0.0436,5.41,-5.55,0
1643,178636,-28.23,145,0,21,4.397,5.299,0.042,5.41,-5.552,1
1644,178650,144.31,14,1,0,0.123,4.623,0.0419,5.41,-5.552,0
1645,178760,137.67,110,1,0,0.279,4.596,0.0407,5.41,-5.554,0
1646,178788,125.86,28,1,6,0.298,4.224,0.0404,5.41,-5.554,0
1647,178850,-7.9,62,0,6,1.086,1.806,0.0398,5.41,-5.555,1
1648,178865,143.21,15,1,0,0.266,4.662,0.0397,5.41,-5.555,0
1649,178900,149.65,35,1,0,0.26,5.4,0.0394,5.41,-5.556,0
1650,179400,-31.11,500,0,0,5.601,4.991,0.0364,5.41,-5.563,0
1651,179440,139.45,40,1,0,0.06,4.205,0.0361,5.41,-5.563,0
1652,179450,129.2,10,1,0,0.215,3.186,0.036,5.41,-5.564,0
1653,179473,-10.95,23,0,7,4.364,4.784,0.0358,5.41,-5.564,1
1654,179492,145.28,19,1,1,0.272,5.096,0.0357,5.41,-5.564,0
1655,179505,26.61,13,0,5,1.584,5.31,0.0356,5.41,-5.564,1
1656,179530,125.53,25,1,0,0.295,2.974,0.0355,5.41,-5.565,0
1657,179651,141.9,121,1,1,0.208,5.203,0.0346,5.41,-5.566,0
1658,179675,3.21,24,0,6,3.361,5.002,0.0344,5.41,-5.567,1
1659,179680,-10.25,5,0,5,4.028,4.028,0.0344,5.41,-5.567,1
1660,179700,22.1,20,0,6,1.867,5.377,0.0343,5.41,-5.567,1
1661,179755,8.29,55,0,8,1.951,4.655,0.034,5.41,-5.568,1
1662,179770,147.21,15,1,0,0.219,5.015,0.0339,5.41,-5.568,0
1663,179820,-13.99,50,0,5,4.378,4.229,0.0337,5.41,-5.569,1
1664,179885,124.63,65,1,0,0.235,3.022,0.0335,5.41,-5.57,0
1665,180385,-22.57,500,0,7,2.169,3.812,0.0315,5.41,-5.577,0
1666,180412,3.08,27,0,8,1.354,3.397,0.0314,5.41,-5.577,1
1667,180912,-67.97,500,0,9,5.95,3.453,0.0306,5.41,-5.584,0
1668,180926,145.65,14,1,0,0.232,4.867,0.0305,5.41,-5.585,0
1669,180943,125.45,17,1,0,0.074,2.704,0.0305,5.41,-5.585,0
1670,181165,-5.16,222,0,12,1.607,4.601,0.0303,5.41,-5.588,1
1671,181175,120.69,10,1,1,0.191,2.51,0.0303,5.41,-5.588,0
1672,181185,140.11,10,1,0,0.088,4.149,0.0302,5.41,-5.588,0
1673,181205,126.08,20,1,0,0.284,2.992,0.0302,5.41,-5.589,0
1674,181223,26.18,18,0,5,1.144,4.851,0.0301,5.41,-5.589,1
1675,181311,139.77,88,1,0,0.133,4.55,0.0299,5.41,-5.59,0
1676,181336,1.05,25,0,7,1.936,3.565,0.03,5.41,-5.591,1
1677,181363,19.78,27,0,7,1.066,4.579,0.0301,5.41,-5.591,1
1678,181863,-25.6,500,0,1,4.06,4.2,0.0302,5.41,-5.598,0
1679,181949,14.3,86,0,11,1.212,5.271,0.0302,5.41,-5.599,1
1680,181976,145.75,27,1,0,0.279,4.988,0.0302,5.41,-5.6,0
1681,182007,-19.67,31,0,5,5.98,5.168,0.0656,5.41,-5.6,1
1682,182043,24.98,36,0,7,0.863,4.941,0.0635,5.41,-5.601,1
1683,182543,-45.46,500,0,12,4.947,5.301,0.0502,5.41,-5.608,0
1684,182548,-10.25,5,0,5,4.277,4.277,0.0501,5.41,-5.608,1
1685,182565,123.79,17,1,0,0.194,2.658,0.0498,5.41,-5.608,0
1686,182899,85.42,334,1,41,0.27,3.482,0.0447,5.41,-5.613,0
1687,183399,-10.96,500,0,0,3.803,5.207,0.0396,5.41,-5.62,0
1688,183431,121.47,32,1,1,0.267,2.774,0.0393,5.41,-5.62,0
1689,183439,1.13,8,0,5,3.614,4.767,0.0393,5.41,-5.621,1
1690,183457,146.32,18,1,0,0.28,5.002,0.0391,5.41,-5.621,0
1691,183486,149.38,29,1,0,0.209,5.293,0.0388,5.41,-5.621,0
1692,183493,-15.12,7,0,5,5.821,5.343,0.0388,5.41,-5.621,1
1693,183507,137.78,14,1,0,0.229,4.078,0.0387,5.41,-5.622,0
1694,183525,140.3,18,1,0,0.281,4.401,0.0385,5.41,-5.622,0
1695,183548,-4.17,23,0,9,1.91,3.407,0.0382,5.41,-5.622,1
1696,183771,-7.95,223,0,8,3.07,4.991,0.0367,5.41,-5.625,1
1697,184271,-45.51,500,0,0,5.504,3.453,0.0339,5.41,-5.632,0
1698,184289,23.23,18,0,6,1.62,5.233,0.0338,5.41,-5.633,1
1699,184329,145.86,40,1,0,0.243,5.029,0.0337,5.41,-5.633,0
1700,184829,-2.25,500,0,0,2.895,5.17,0.0319,5.41,-5.64,0
1701,184834,-10.25,5,0,5,2.024,2.024,0.0318,5.41,-5.64,1
1702,184872,5.65,38,0,6,1.362,3.317,0.0317,5.41,-5.641,1
1703,184875,109.94,3,1,0,0.273,1.282,0.0317,5.41,-5.641,0
1704,184926,6.83,51,0,14,0.939,4.677,0.0316,5.41,-5.642,1
1705,185094,6.28,168,0,22,0.773,5.241,0.0312,5.41,-5.644,1
1706,185138,7.96,44,0,22,1.353,5.369,0.0311,5.41,-5.645,1
1707,185152,11.95,14,0,5,0.393,2.658,0.0311,5.41,-5.645,1
1708,185173,125.23,21,1,0,0.273,2.901,0.0311,5.41,-5.645,0
1709,185673,-50.39,500,0,11,5.234,4.895,0.0302,5.41,-5.652,0
1710,185684,125.34,11,1,2,0.178,3.168,0.0302,5.41,-5.653,0
1711,185694,109.33,10,1,0,0.12,1.102,0.0302,5.41,-5.653,0
1712,185766,-9.2,72,0,33,2.825,5.265,0.03,5.41,-5.654,1
1713,185883,113.56,117,1,6,0.289,3.43,0.03,5.41,-5.655,0
1714,185888,-10.25,5,0,5,4.934,4.934,0.03,5.41,-5.656,1
1715,186388,-16.81,500,0,0,1.491,2.309,0.0297,5.41,-5.663,0
1716,186888,-17.73,500,0,4,3.221,4.748,0.0297,5.41,-5.67,0
1717,186912,15.66,24,0,8,0.467,3.753,0.0297,5.41,-5.67,1
1718,187412,-26.76,500,0,80,2.225,5.049,0.0294,5.41,-5.677,0
1719,187912,18.31,500,0,2,0.547,5.278,0.0294,5.41,-5.684,0
1720,187920,0.76,8,0,5,1.307,2.423,0.0294,5.41,-5.685,1
1721,188420,-35.89,500,0,12,1.93,3.242,0.0298,5.41,-5.692,0
1722,188671,-27.01,251,0,15,1.596,3.15,0.03,5.41,-5.695,1
1723,188936,-37.42,265,0,25,3.952,4.535,0.0297,5.41,-5.699,1
1724,189013,3.15,77,0,5,2.762,4.462,0.0296,5.41,-5.7,1
1725,189339,119.61,326,1,5,0.277,4.867,0.03,5.41,-5.705,0
1726,189355,149.9,16,1,0,0.222,5.293,0.0301,5.41,-5.705,0
1727,189376,23.57,21,0,5,1.14,4.601,0.0302,5.41,-5.705,1
1728,189616,-30.06,240,0,27,1.076,2.27,0.0304,5.41,-5.709,1
1729,189642,8.18,26,0,6,1.781,3.929,0.0304,5.41,-5.709,1
1730,189671,-6.02,29,0,6,3.679,4.422,0.0303,5.41,-5.71,1
1731,189912,134.16,241,1,0,0.175,4.795,0.0564,5.41,-5.713,0
1732,189956,8.48,44,0,7,1.656,4.124,0.055,5.41,-5.714,1
1733,189986,150.01,30,1,0,0.152,5.303,0.054,5.41,-5.714,0
1734,190007,137.82,21,1,1,0.293,4.381,0.0535,5.41,-5.714,0
1735,190019,7.1,12,0,5,1.574,3.344,0.0533,5.41,-5.715,1
1736,190519,-19.17,500,0,49,0.808,4.391,0.0447,5.41,-5.722,0
1737,190530,129.84,11,1,0,0.295,3.334,0.0446,5.41,-5.722,0
1738,190552,140.68,22,1,5,0.106,5.284,0.0443,5.41,-5.722,0
1739,190558,-6.65,6,0,5,4.852,5.218,0.0442,5.41,-5.722,1
1740,190569,143.13,11,1,0,0.291,4.66,0.0441,5.41,-5.722,0
1741,190624,144.66,55,1,1,0.285,5.226,0.0435,5.41,-5.723,0
1742,190653,135.39,29,1,0,0.257,3.94,0.0432,5.41,-5.724,0
1743,190711,134.68,58,1,1,0.268,4.227,0.0426,5.41,-5.724,0
1744,190722,118.22,11,1,1,0.3,2.376,0.0426,5.41,-5.725,0
1745,190732,5.78,10,0,5,0.607,2.235,0.0424,5.41,-5.725,1
1746,190744,128.24,12,1,1,0.27,3.354,0.0423,5.41,-5.725,0
1747,190756,137.08,12,1,0,0.262,4.031,0.0421,5.41,-5.725,0
1748,191256,-44.2,500,0,33,2.822,3.903,0.0378,5.41,-5.732,0
